epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.27119484543800354,0.19295373558998108,0.7287570238113403,1e-04,0.30841904878616333,0.909190833568573,0.49669432640075684,0.3707577884197235,0.5016065835952759,0.5242814421653748,0.966554582118988
