,Image,Accuracy,F1,Jaccard,Recall,Precision
780,16153,0.9758262634277344,0.8482119332199574,0.7364305619099114,0.9963423555230432,0.7384268913170406
781,16154,0.9750518798828125,0.8433532934131738,0.7291364671774695,0.9967727324198845,0.7308618399202923
782,16156,0.9749412536621094,0.8409558627702588,0.7255598262032086,0.9975874547647768,0.7268351887503138
783,16161,0.9789276123046875,0.858706773071414,0.7523980277902286,0.9965566373782949,0.7543591587273054
784,16163,0.9817848205566406,0.8736605371080831,0.7756636128729152,0.9968602825745683,0.77756322705223
785,16177,0.991912841796875,0.9303044250115063,0.869690823037679,0.9987294416601963,0.8706541135930097
786,16179,0.9892501831054688,0.9070457844042751,0.8299028188567634,0.9983299448155678,0.8310565764023211
787,16182,0.9883956909179688,0.8961845607808341,0.8118971061093248,0.9987069293374914,0.8127514701330857
788,16194,0.9830665588378906,0.8195895143263564,0.6943258504338246,0.9985145573380867,0.6950437719721514
789,16203,0.9844627380371094,0.7774195311219193,0.6358841408903987,0.9974758098443416,0.6369090257879656
790,16204,0.9813575744628906,0.7295667090919152,0.574266051049743,0.9957703927492447,0.5756702471399878
791,16221,0.9933395385742188,0.5460218408736349,0.37553648068669526,1.0,0.37553648068669526
792,16225,0.9951095581054688,0.11707988980716254,0.06217995610826628,1.0,0.06217995610826628
793,16240,1.0,1.0,0.0,1.0,1.0
794,16247,1.0,1.0,0.0,1.0,1.0
795,16256,1.0,1.0,0.0,1.0,1.0
796,16261,1.0,1.0,0.0,1.0,1.0
797,16265,1.0,1.0,0.0,1.0,1.0
798,16272,1.0,1.0,0.0,1.0,1.0
799,16288,1.0,1.0,0.0,1.0,1.0
800,16301,1.0,1.0,0.0,1.0,1.0
801,16307,1.0,1.0,0.0,1.0,1.0
802,16310,1.0,1.0,0.0,1.0,1.0
803,16311,1.0,1.0,0.0,1.0,1.0
804,16315,1.0,1.0,0.0,1.0,1.0
805,16318,1.0,1.0,0.0,1.0,1.0
806,16325,1.0,1.0,0.0,1.0,1.0
807,16330,1.0,1.0,0.0,1.0,1.0
808,16339,1.0,1.0,0.0,1.0,1.0
809,16340,1.0,1.0,0.0,1.0,1.0
810,16364,1.0,1.0,0.0,1.0,1.0
811,1637,1.0,1.0,0.0,1.0,1.0
812,16378,1.0,1.0,0.0,1.0,1.0
813,1639,1.0,1.0,0.0,1.0,1.0
814,16392,1.0,1.0,0.0,1.0,1.0
815,16399,1.0,1.0,0.0,1.0,1.0
816,16418,1.0,1.0,0.0,1.0,1.0
817,16419,1.0,1.0,0.0,1.0,1.0
818,16422,1.0,1.0,0.0,1.0,1.0
819,16432,0.9951629638671875,0.0,0.0,1.0,0.0
820,16435,0.9931602478027344,0.0,0.0,1.0,0.0
821,1644,1.0,1.0,0.0,1.0,1.0
822,16449,0.9960403442382812,0.0,0.0,0.0,1.0
823,16450,0.9953575134277344,0.5367339170156071,0.3668054110301769,0.36795407098121086,0.9915611814345991
824,16452,0.9989013671875,0.9590560136479955,0.9213329691341163,0.9759837962962963,0.9427054220234768
825,16457,0.991790771484375,0.8569339183619199,0.7496801209724322,0.9681538230434129,0.7686344663088849
826,16459,0.9928474426269531,0.8973446482343279,0.8138033763654419,0.9050248481501932,0.8897937024972855
827,16460,0.9934883117675781,0.918555274583711,0.8493779228800847,0.9154541131716596,0.9216775181922635
828,16478,0.9961280822753906,0.9645390070921985,0.9315068493150684,1.0,0.9315068493150684
829,16486,0.9931526184082031,0.8751998887575612,0.7780937075040179,0.9998411437648927,0.7781899109792285
830,16488,0.9956550598144531,0.8837399203837909,0.791697147037308,0.993801652892562,0.7956258040801323
831,16494,1.0,1.0,0.0,1.0,1.0
832,16498,1.0,1.0,0.0,1.0,1.0
833,16507,1.0,1.0,0.0,1.0,1.0
834,1652,1.0,1.0,0.0,1.0,1.0
835,1653,1.0,1.0,0.0,1.0,1.0
836,16549,1.0,1.0,0.0,1.0,1.0
837,16559,1.0,1.0,0.0,1.0,1.0
838,16564,1.0,1.0,0.0,1.0,1.0
839,16581,1.0,1.0,0.0,1.0,1.0
840,16585,0.9996757507324219,0.0,0.0,1.0,0.0
841,16608,0.995208740234375,0.8340819022457068,0.7153863584862905,1.0,0.7153863584862905
842,16622,0.9951362609863281,0.8952600016429803,0.8103807257584771,1.0,0.8103807257584771
843,16635,0.995635986328125,0.9289176090468497,0.8672699849170438,0.9987974345269909,0.8681765389082462
844,16640,0.9957504272460938,0.9359917260399907,0.8796846311696728,0.9965740854031567,0.8823529411764706
845,16643,0.99603271484375,0.9425223831104234,0.8912929863070973,0.9974265996022926,0.8933473022524883
846,16647,0.9960365295410156,0.9453761631880553,0.8964107676969093,0.998001998001998,0.8980223731522173
847,16657,0.9960899353027344,0.9516030029746446,0.9076742929201945,0.9977227722772277,0.909558624424587
848,16660,0.9962120056152344,0.9544558088336468,0.9128794525355326,0.9958843797856048,0.9163364156759137
849,16680,0.9962882995605469,0.960796164229018,0.9245502481389578,0.9981582251988279,0.9261301848687277
850,16684,0.9963607788085938,0.9621218137060272,0.9270084162203519,0.9968734572980089,0.9297114794352364
851,16685,0.9964599609375,0.9631979695431472,0.9290085679314566,0.9963081466896382,0.9322177016964766
852,16687,0.9965667724609375,0.9644746190889714,0.9313867500190592,0.9946267198567126,0.9360968508160294
853,16688,0.9966316223144531,0.9652348517658176,0.9328057225477513,0.9933549432739059,0.9386629910406616
854,16694,0.9963531494140625,0.9629169899146626,0.9284859365649312,0.9885313794201975,0.9385964912280702
855,16709,0.9971466064453125,0.9716494845360825,0.9448621553884712,0.9955728155339806,0.9488489155377896
856,1672,1.0,1.0,0.0,1.0,1.0
857,16730,0.9969596862792969,0.9700048925520305,0.941756796258404,0.9968285891089109,0.9445869676757311
858,16733,0.9968757629394531,0.9690885072655219,0.9400307534597643,0.997203666304179,0.9425152338301153
859,16734,0.99688720703125,0.9691935971005737,0.9402285379431585,0.997745821997668,0.942230052117742
860,16748,0.9964218139648438,0.9625758059368018,0.9278517037150988,0.9848150869458732,0.9413187670698401
861,1676,1.0,1.0,0.0,1.0,1.0
862,1678,1.0,1.0,0.0,1.0,1.0
863,16781,0.9923629760742188,0.9118450022016734,0.8379734541922952,0.982166571808006,0.8509204470742933
864,16807,0.9965248107910156,0.9517963913434573,0.9080262493690056,0.9508404693942277,0.9527542372881356
865,16812,0.9972343444824219,0.9599248244983692,0.922937925170068,0.9715788295848719,0.9485470832422984
866,16829,0.9922447204589844,0.8809927998595095,0.7872985980330613,0.9930060702032198,0.7916885849552867
867,16837,0.9861907958984375,0.7939669891861126,0.658329400660689,0.993872898261613,0.6610121304018196
868,16843,0.9838104248046875,0.7540850620002318,0.6052460236257092,0.9969358051172055,0.6063740564719038
869,1687,1.0,1.0,0.0,1.0,1.0
870,16871,0.9882850646972656,0.722056294687302,0.565014164305949,0.99725,0.5658958717548589
871,16874,0.9886207580566406,0.7142446594501388,0.5555058858590374,0.9896469338996549,0.5587529976019184
872,1688,1.0,1.0,0.0,1.0,1.0
873,16883,0.9896621704101562,0.6831891512742577,0.5188210227272727,0.9811954331766286,0.5240315638450502
874,16901,0.9911956787109375,0.5002165439584236,0.3335258446433728,0.9730412805391744,0.33663654911104635
875,16903,0.9906997680664062,0.45531724754244857,0.29476424645646515,1.0,0.29476424645646515
876,16917,0.9934959411621094,0.15131906421105026,0.08185245018847603,1.0,0.08185245018847603
877,16937,1.0,1.0,0.0,1.0,1.0
878,16939,1.0,1.0,0.0,1.0,1.0
879,16950,1.0,1.0,0.0,1.0,1.0
880,16958,1.0,1.0,0.0,1.0,1.0
881,1697,1.0,1.0,0.0,1.0,1.0
882,16972,1.0,1.0,0.0,1.0,1.0
883,16977,1.0,1.0,0.0,1.0,1.0
884,16982,1.0,1.0,0.0,1.0,1.0
885,17006,1.0,1.0,0.0,1.0,1.0
886,17013,1.0,1.0,0.0,1.0,1.0
887,17015,1.0,1.0,0.0,1.0,1.0
888,17064,1.0,1.0,0.0,1.0,1.0
889,17065,1.0,1.0,0.0,1.0,1.0
890,17069,1.0,1.0,0.0,1.0,1.0
891,17080,1.0,1.0,0.0,1.0,1.0
892,17099,1.0,1.0,0.0,1.0,1.0
893,17101,0.9949951171875,0.0,0.0,1.0,0.0
894,17113,0.9930458068847656,0.48604454468564984,0.32104283054003724,1.0,0.32104283054003724
895,17116,0.9926567077636719,0.5217391304347826,0.35294117647058826,1.0,0.35294117647058826
896,17117,0.9920272827148438,0.5286423094271538,0.35928877988963825,1.0,0.35928877988963825
897,17132,0.9913520812988281,0.7998587445925663,0.6664705016919229,1.0,0.6664705016919229
898,17158,0.9938011169433594,0.9124130868323181,0.8389334919218951,0.9997637609260571,0.8390998314662437
899,17166,0.9922981262207031,0.8999355702036973,0.818075328888088,1.0,0.818075328888088
900,17204,0.9901542663574219,0.9047003655429606,0.8259843581445523,0.99780094477928,0.8274907125970956
901,17210,0.9870185852050781,0.8808515108014425,0.7870729570767113,0.9932880606443462,0.7912813738441216
902,17216,0.9878959655761719,0.8896002226784037,0.8011530989534373,0.9884026596567187,0.8087556146011261
903,17239,0.9924087524414062,0.9334626186973384,0.87522728697724,0.9941599601168007,0.8797504254112308
904,17246,0.9932937622070312,0.9411213075222721,0.8887904858299596,0.9906225763237679,0.8963317384370016
905,17247,0.9930305480957031,0.9388820125112902,0.8848045397225726,0.9906812566184257,0.8922304170905392
906,17268,0.9873924255371094,0.8930524544542601,0.8067703461178671,0.9881839014608994,0.8146289627486865
907,17274,0.9896774291992188,0.9080342577487766,0.8315592903828198,0.9673425054308472,0.8555783271423082
908,17284,0.9927024841308594,0.9313918875300362,0.8715935024835548,0.9738993474836871,0.8924398625429554
909,17305,0.9954452514648438,0.9509852216748769,0.9065508335289975,0.9975025835342749,0.9086131157828679
910,1733,1.0,1.0,0.0,1.0,1.0
911,17337,0.9947357177734375,0.9266035528135306,0.8632444752749975,0.9996557264172595,0.8635011895321174
912,17354,0.9950828552246094,0.9108143637999031,0.83623427772837,0.9930597465298733,0.841150159744409
913,17356,0.99505615234375,0.906936665230504,0.8297201418998817,0.9946448259568436,0.8334433152962915
914,17357,0.9949150085449219,0.9024372392593135,0.8222192584689251,0.9940341825217671,0.8262967430639324
915,17360,0.9947738647460938,0.8932023698160274,0.8070150725454289,0.9934107855037281,0.8113581645659255
916,17366,0.9943809509277344,0.8664672287190645,0.7643953934740882,0.9985374007521939,0.7652522017614092
917,1738,1.0,1.0,0.0,1.0,1.0
918,17390,0.9990310668945312,0.7053364269141532,0.5448028673835126,0.9967213114754099,0.5457809694793537
919,17391,0.9996223449707031,0.7843137254901961,0.6451612903225806,0.8737864077669902,0.7114624505928854
920,17399,1.0,1.0,0.0,1.0,1.0
921,17407,1.0,1.0,0.0,1.0,1.0
922,1741,1.0,1.0,0.0,1.0,1.0
923,17425,1.0,1.0,0.0,1.0,1.0
924,17426,1.0,1.0,0.0,1.0,1.0
925,17429,1.0,1.0,0.0,1.0,1.0
926,17437,1.0,1.0,0.0,1.0,1.0
927,17438,1.0,1.0,0.0,1.0,1.0
928,17449,1.0,1.0,0.0,1.0,1.0
929,17457,1.0,1.0,0.0,1.0,1.0
930,17460,1.0,1.0,0.0,1.0,1.0
931,1748,1.0,1.0,0.0,1.0,1.0
932,17482,1.0,1.0,0.0,1.0,1.0
933,17489,1.0,1.0,0.0,1.0,1.0
934,17498,0.9999656677246094,0.0,0.0,1.0,0.0
935,17523,1.0,1.0,0.0,1.0,1.0
936,17532,1.0,1.0,0.0,1.0,1.0
937,17537,1.0,1.0,0.0,1.0,1.0
938,17548,1.0,1.0,0.0,1.0,1.0
939,17561,1.0,1.0,0.0,1.0,1.0
940,17576,1.0,1.0,0.0,1.0,1.0
941,17577,1.0,1.0,0.0,1.0,1.0
942,17588,1.0,1.0,0.0,1.0,1.0
943,17590,1.0,1.0,0.0,1.0,1.0
944,17591,1.0,1.0,0.0,1.0,1.0
945,17602,1.0,1.0,0.0,1.0,1.0
946,17622,1.0,1.0,0.0,1.0,1.0
947,17626,1.0,1.0,0.0,1.0,1.0
948,17633,1.0,1.0,0.0,1.0,1.0
949,17634,1.0,1.0,0.0,1.0,1.0
950,17655,1.0,1.0,0.0,1.0,1.0
951,17659,1.0,1.0,0.0,1.0,1.0
952,17660,1.0,1.0,0.0,1.0,1.0
953,17666,1.0,1.0,0.0,1.0,1.0
954,17673,1.0,1.0,0.0,1.0,1.0
955,1769,1.0,1.0,0.0,1.0,1.0
956,17693,0.9999771118164062,0.0,0.0,0.0,1.0
957,17707,1.0,1.0,0.0,1.0,1.0
958,17719,1.0,1.0,0.0,1.0,1.0
959,17749,0.9993171691894531,0.0,0.0,1.0,0.0
960,17754,0.997467041015625,0.0,0.0,1.0,0.0
961,17774,0.9911079406738281,0.0,0.0,1.0,0.0
962,17789,0.98846435546875,0.0,0.0,1.0,0.0
963,1779,1.0,1.0,0.0,1.0,1.0
964,17794,0.9775161743164062,0.0,0.0,1.0,0.0
965,17807,0.9843025207519531,0.0,0.0,1.0,0.0
966,1783,1.0,1.0,0.0,1.0,1.0
967,17830,0.99755859375,0.0,0.0,1.0,0.0
968,17831,0.996978759765625,0.0,0.0,1.0,0.0
969,17848,0.9995155334472656,0.0,0.0,1.0,0.0
970,17855,0.9989356994628906,0.0,0.0,1.0,0.0
971,17858,0.9992713928222656,0.0,0.0,1.0,0.0
972,1786,1.0,1.0,0.0,1.0,1.0
973,17866,0.9999427795410156,0.0,0.0,1.0,0.0
974,1787,1.0,1.0,0.0,1.0,1.0
975,17870,1.0,1.0,0.0,1.0,1.0
976,17872,1.0,1.0,0.0,1.0,1.0
977,17875,1.0,1.0,0.0,1.0,1.0
978,17877,1.0,1.0,0.0,1.0,1.0
979,17887,1.0,1.0,0.0,1.0,1.0
980,17892,0.9999580383300781,0.0,0.0,0.0,1.0
981,17934,0.9961471557617188,0.7518427518427518,0.6023622047244095,0.6189320388349514,0.9574468085106383
982,17935,0.9975929260253906,0.8688967380012466,0.7681851579720793,0.8048498845265589,0.944018058690745
983,17948,0.9962539672851562,0.8980269989615784,0.814926498303807,0.919413140548586,0.8776131520194844
984,17954,0.99810791015625,0.9546036976020502,0.913150061285239,0.9461175616835994,0.963243442925748
985,17966,0.9968414306640625,0.9461007681291498,0.8977146386658431,0.9688041594454073,0.924437094517237
986,17973,0.9967689514160156,0.9550066401062417,0.9138877592517284,0.9581112769132382,0.9519220586677962
987,17979,0.9944343566894531,0.929445331012138,0.8681904417743247,0.9078027583600983,0.9521450510254632
988,17984,0.9918327331542969,0.9051689772777605,0.826765919572781,0.852708003004256,0.9645082121955824
989,17988,0.9895248413085938,0.8880919390333359,0.7987098665884768,0.818018018018018,0.9712961312176859
990,18017,0.9963111877441406,0.974652022333482,0.950557316699049,0.9817288905317633,0.9676764522173642
991,1802,1.0,1.0,0.0,1.0,1.0
992,1805,1.0,1.0,0.0,1.0,1.0
993,18054,0.998260498046875,0.9892957746478873,0.9788182831661093,0.9937747594793436,0.9848569826135727
994,18059,0.9983291625976562,0.9896546837356511,0.979521226856181,0.9936915998671916,0.9856504351917196
995,18076,0.9981422424316406,0.988164386224998,0.9766056588365278,0.9955925563173359,0.9808462392049018
996,18089,0.9983749389648438,0.989286253206579,0.9787996416840848,0.9946394255082431,0.9839903942365419
997,18103,0.9980621337890625,0.9864236463734032,0.9732109898222855,0.994878706199461,0.9781110875556498
998,18105,0.9980201721191406,0.985965766204267,0.97232,0.9956854178044784,0.9764340420973703
999,18115,0.9982185363769531,0.9865406231086261,0.9734387441701741,0.9965645743565855,0.9767163156993666
1000,18120,0.9976654052734375,0.9815306615161759,0.9637311840701671,0.9977911400171801,0.9657916617175436
1001,18126,0.9974174499511719,0.978403036973235,0.957719210592056,0.999348321928967,0.9583177102862143
1002,18133,0.9977531433105469,0.9798914342289441,0.9605756358768407,0.9993732590529248,0.9611546446989485
1003,18135,0.9976425170898438,0.9783885858161981,0.9576915177654549,0.9992856632616616,0.9583476056723984
1004,18142,0.996612548828125,0.9654313298037995,0.9331727874774233,1.0,0.9331727874774233
1005,18159,0.99725341796875,0.9608823209822883,0.9247098190944264,0.9993219572833089,0.92529036308465
1006,1818,1.0,1.0,0.0,1.0,1.0
1007,18195,1.0,1.0,0.0,1.0,1.0
1008,18203,1.0,1.0,0.0,1.0,1.0
1009,18213,1.0,1.0,0.0,1.0,1.0
1010,18245,1.0,1.0,0.0,1.0,1.0
1011,18246,1.0,1.0,0.0,1.0,1.0
1012,18250,1.0,1.0,0.0,1.0,1.0
1013,18263,1.0,1.0,0.0,1.0,1.0
1014,18269,1.0,1.0,0.0,1.0,1.0
1015,18297,1.0,1.0,0.0,1.0,1.0
1016,18306,1.0,1.0,0.0,1.0,1.0
1017,18314,1.0,1.0,0.0,1.0,1.0
1018,18320,1.0,1.0,0.0,1.0,1.0
1019,18327,1.0,1.0,0.0,1.0,1.0
1020,1833,1.0,1.0,0.0,1.0,1.0
1021,1835,1.0,1.0,0.0,1.0,1.0
1022,18357,1.0,1.0,0.0,1.0,1.0
1023,18377,0.9971847534179688,0.4581497797356828,0.29714285714285715,1.0,0.29714285714285715
1024,18401,0.9948844909667969,0.8778799745014115,0.7823405291348807,1.0,0.7823405291348807
1025,18407,0.9961967468261719,0.9285150928515092,0.86656852248394,1.0,0.86656852248394
1026,18418,0.9964523315429688,0.94994617868676,0.9046642747309073,1.0,0.9046642747309073
1027,18425,0.9971809387207031,0.9652447914217185,0.9328242887010272,0.9999025626035273,0.9329090909090909
1028,18427,0.997406005859375,0.9690824770391925,0.9400194054864602,1.0,0.9400194054864602
1029,18433,0.9970741271972656,0.9678393224034552,0.9376828079298017,0.9998267348176384,0.9378352023403218
1030,18440,0.9976272583007812,0.9761539641159331,0.9534187074065753,0.9989799121155053,0.9543478260869566
1031,18444,0.9975471496582031,0.9762371114970989,0.9535773590354487,0.9993946731234867,0.9541284403669725
1032,18445,0.9981536865234375,0.982380779031671,0.9653716820490806,0.9986677522019095,0.9666165198080092
1033,1846,1.0,1.0,0.0,1.0,1.0
1034,18460,0.998016357421875,0.9832808179538294,0.9671115046486624,0.9936963867949051,0.9730813287514318
1035,18475,0.9980545043945312,0.9848610781287105,0.9701736943680918,0.9882051587537976,0.9815395538725519
1036,18489,0.9980125427246094,0.9847914294888636,0.970038530105239,0.9894996187012377,0.9801278326554329
1037,18514,0.9983329772949219,0.9860039073759729,0.9723941882501579,0.9873003655955359,0.9847108495394064
1038,18518,0.9985771179199219,0.9878639986985521,0.976019030474476,0.9913151364764268,0.9844368069515596
1039,18519,0.998565673828125,0.9877444589308997,0.975785677485832,0.9900032669062397,0.9854959349593496
1040,1854,0.9994430541992188,0.0,0.0,1.0,0.0
1041,18542,0.99755859375,0.977429820849203,0.955855980135191,0.9667247994419254,0.9883745809856643
1042,18562,0.9849433898925781,0.8684815567625204,0.7675363684551505,0.939717334871647,0.8072848912841479
1043,18572,0.9845619201660156,0.8611425630468348,0.7561460592913956,0.9492435703479576,0.7880062794348509
1044,18589,0.992523193359375,0.919414521832086,0.8508484894604672,0.974718856246186,0.8700490234223017
1045,18607,0.9976234436035156,0.9668846010737258,0.9358921588804281,0.9854805504388341,0.9489774624373957
1046,18608,0.9960823059082031,0.9462275511806901,0.8979429593560568,0.979087658467873,0.9155015197568389
1047,18618,0.9939041137695312,0.9111135832684393,0.836738863914998,0.9884141926140478,0.8450268262484524
1048,18619,0.9924430847167969,0.8918372918372919,0.8047891210090659,0.9855194883552553,0.8144196250498604
1049,1862,1.0,1.0,0.0,1.0,1.0
1050,18630,0.9954147338867188,0.9243549402139711,0.8593494032295811,0.9888245590413357,0.8677773839064161
1051,18637,0.9946784973144531,0.9062688973997179,0.8286030224843347,0.9900176159718145,0.83558419031099
1052,18642,0.9940719604492188,0.8898965566104576,0.8016339034975747,0.9958769425943546,0.8043032786885246
1053,18646,0.9940147399902344,0.8833023428783935,0.7909950712668177,0.9954735959765297,0.7938502673796791
1054,18670,0.9965248107910156,0.8746387780377046,0.7772071411102959,1.0,0.7772071411102959
1055,18671,0.9955673217773438,0.8296687188507769,0.7089178356713427,1.0,0.7089178356713427
1056,18676,0.997802734375,0.8847539015606244,0.7933261571582346,0.9986449864498645,0.7941810344827587
1057,18680,0.9978866577148438,0.7899924184988627,0.6528822055137845,1.0,0.6528822055137845
1058,18690,0.9998245239257812,0.0,0.0,1.0,0.0
1059,18703,1.0,1.0,0.0,1.0,1.0
1060,18715,1.0,1.0,0.0,1.0,1.0
1061,18717,1.0,1.0,0.0,1.0,1.0
1062,18721,1.0,1.0,0.0,1.0,1.0
1063,18732,1.0,1.0,0.0,1.0,1.0
1064,18734,1.0,1.0,0.0,1.0,1.0
1065,1875,1.0,1.0,0.0,1.0,1.0
1066,18771,1.0,1.0,0.0,1.0,1.0
1067,18782,1.0,1.0,0.0,1.0,1.0
1068,18795,1.0,1.0,0.0,1.0,1.0
1069,18800,1.0,1.0,0.0,1.0,1.0
1070,18805,1.0,1.0,0.0,1.0,1.0
1071,18806,1.0,1.0,0.0,1.0,1.0
1072,18838,1.0,1.0,0.0,1.0,1.0
1073,18839,1.0,1.0,0.0,1.0,1.0
1074,18855,1.0,1.0,0.0,1.0,1.0
1075,18859,1.0,1.0,0.0,1.0,1.0
1076,18865,1.0,1.0,0.0,1.0,1.0
1077,18878,0.9910545349121094,0.7162734422262554,0.5579641847313855,1.0,0.5579641847313855
1078,18879,0.9905204772949219,0.7389431662989809,0.5859713428857047,1.0,0.5859713428857047
1079,18880,0.9874725341796875,0.6818446037589615,0.5172717918565339,1.0,0.5172717918565339
1080,18881,0.9873237609863281,0.7119202427394885,0.552698882756764,1.0,0.552698882756764
1081,18883,0.9873085021972656,0.746359685903789,0.5953539284845536,1.0,0.5953539284845536
1082,18895,0.99334716796875,0.9087579784451187,0.8327739955892224,0.9993096306523991,0.8332533819437782
1083,18897,0.9937362670898438,0.917982017982018,0.8483981165174037,0.998804347826087,0.8492606284658041
1084,18934,0.996917724609375,0.9748568583520039,0.9509470616804274,0.9912669282369321,0.9589812660707726
1085,18947,0.9931297302246094,0.9495730085398293,0.903987631943704,0.9878247698939765,0.9141732707962693
1086,18952,0.9880828857421875,0.9169148936170213,0.8465769570769079,0.9897226847333065,0.8540851211415548
1087,18953,0.9877281188964844,0.9145437641120999,0.8425431941657285,0.9892534911786679,0.8503260225251926
1088,18957,0.9964447021484375,0.9742825607064018,0.9498547293661896,0.9769784172661871,0.9716015410016511
1089,18988,0.9945907592773438,0.9637395796041529,0.9300167801796466,0.9644794758931313,0.9630008176614882
1090,18989,0.994659423828125,0.9640084323101444,0.9305176435555115,0.9593716420201607,0.9686902609144924
1091,18993,0.9936866760253906,0.9571565404229984,0.917833382980836,0.9480512820512821,0.9664383919703069
1092,1900,0.996185302734375,0.0,0.0,1.0,0.0
1093,19001,0.9905166625976562,0.9367397831950736,0.8810070840513116,0.962606558234402,0.9122267928829856
1094,19011,0.986114501953125,0.906862494242874,0.8295959926969712,0.9536648369389732,0.8644390243902439
1095,19015,0.9914894104003906,0.9398051965572134,0.8864457678017,0.9487905861843539,0.9309884000641471
1096,19020,0.9872016906738281,0.9117964087598918,0.8378913799768071,0.9605605716501413,0.867744195356285
1097,19021,0.9856414794921875,0.9019893761066555,0.8214760007588693,0.9596099506897889,0.8508965856055023
1098,19026,0.9780120849609375,0.8560511462963888,0.7483299131118194,0.971984347530199,0.7648266321567228
1099,1903,0.9960823059082031,0.0,0.0,1.0,0.0
1100,19035,0.9824943542480469,0.881283145776743,0.7877624641568772,0.9897727933058283,0.7942273617457801
1101,19056,0.9979171752929688,0.9818532305237969,0.9643533328980871,0.9934759214420231,0.9704993429697766
1102,19059,0.9975013732910156,0.9774828973151363,0.9559575040344271,0.9965652600588812,0.9591175875328881
1103,19065,0.9958648681640625,0.9604668125455871,0.9239404995790065,0.9970470205194215,0.9264757616266798
1104,19084,0.9860076904296875,0.8304677389535959,0.710085361998103,0.9947957036872993,0.7127330424434748
1105,19088,0.99371337890625,0.902508282063417,0.8223372143165157,0.9953027139874739,0.8255411255411256
1106,19090,0.9955406188964844,0.9242924681043975,0.8592414208308248,0.9922135706340378,0.8650745544914535
1107,19092,0.9965934753417969,0.9373025345783893,0.8820031712473573,0.9959713518352731,0.8851611192149582
1108,19102,0.9945259094238281,0.837871426957406,0.720979972778534,1.0,0.720979972778534
1109,1911,0.9935226440429688,0.0,0.0,1.0,0.0
1110,19116,0.9990692138671875,0.0,0.0,1.0,0.0
1111,19119,1.0,1.0,0.0,1.0,1.0
1112,19120,1.0,1.0,0.0,1.0,1.0
1113,19121,1.0,1.0,0.0,1.0,1.0
1114,19135,1.0,1.0,0.0,1.0,1.0
1115,19146,1.0,1.0,0.0,1.0,1.0
1116,19149,1.0,1.0,0.0,1.0,1.0
1117,1915,0.9924392700195312,0.0,0.0,1.0,0.0
1118,19157,1.0,1.0,0.0,1.0,1.0
1119,19171,1.0,1.0,0.0,1.0,1.0
1120,19191,1.0,1.0,0.0,1.0,1.0
1121,19196,1.0,1.0,0.0,1.0,1.0
1122,19213,1.0,1.0,0.0,1.0,1.0
1123,19218,1.0,1.0,0.0,1.0,1.0
1124,19227,1.0,1.0,0.0,1.0,1.0
1125,19243,1.0,1.0,0.0,1.0,1.0
1126,1926,0.9904251098632812,0.0,0.0,1.0,0.0
1127,19269,1.0,1.0,0.0,1.0,1.0
1128,19274,1.0,1.0,0.0,1.0,1.0
1129,19275,1.0,1.0,0.0,1.0,1.0
1130,19299,1.0,1.0,0.0,1.0,1.0
1131,19334,1.0,1.0,0.0,1.0,1.0
1132,19354,1.0,1.0,0.0,1.0,1.0
1133,19361,1.0,1.0,0.0,1.0,1.0
1134,19366,1.0,1.0,0.0,1.0,1.0
1135,19383,1.0,1.0,0.0,1.0,1.0
1136,19408,0.9995002746582031,0.0,0.0,1.0,0.0
1137,19415,0.994964599609375,0.0,0.0,1.0,0.0
1138,19443,0.9843101501464844,0.0,0.0,1.0,0.0
1139,19465,1.0,1.0,0.0,1.0,1.0
1140,19478,1.0,1.0,0.0,1.0,1.0
1141,1950,1.0,1.0,0.0,1.0,1.0
1142,19524,0.9912338256835938,0.0,0.0,0.0,1.0
1143,19525,0.9884223937988281,0.028800000000000003,0.01461038961038961,0.01461038961038961,1.0
1144,19527,0.9869308471679688,0.2756871035940804,0.15988229524276606,0.16031472830095894,0.9834087481146304
1145,19536,0.983978271484375,0.7264556467370067,0.5704203743479594,0.6878391711889492,0.769666022633177
1146,19540,0.9828338623046875,0.803184044786564,0.6711007162695513,0.8317782407826796,0.7764904862579282
1147,19542,0.9833717346191406,0.8345290969137912,0.7160445573578269,0.8755775051776327,0.7971571542533904
1148,19544,0.9857711791992188,0.8745290635091496,0.7770338932392851,0.9191769198133221,0.8340177081996664
1149,19558,0.9865760803222656,0.9121019108280254,0.8384074941451991,0.9117602996254681,0.9124437781109446
1150,19571,0.9905319213867188,0.9473058468854827,0.8998870603420458,0.915883246438688,0.9809611748669921
1151,19572,0.9928855895996094,0.9609415903997989,0.9248196073688878,0.9418284822858081,0.9808465156049594
1152,1958,0.9957008361816406,0.0,0.0,1.0,0.0
1153,19588,0.9963340759277344,0.9806160114569257,0.9619692112865567,0.9757546563904945,0.9855260490573687
1154,1959,0.9972648620605469,0.0,0.0,1.0,0.0
1155,19603,0.997222900390625,0.9852506179342762,0.9709300003993132,0.9843731023035505,0.986129699476822
1156,19608,0.9968376159667969,0.983043914012804,0.9666532582461786,0.9802969731581953,0.9858062928169996
1157,19611,0.9965972900390625,0.9816596759601941,0.9639799709255371,0.9780399868895444,0.9853062572230478
1158,19626,0.9970359802246094,0.983544062519855,0.9676209526190774,0.9846493087948435,0.9824412946900782
1159,19628,0.9976387023925781,0.9868947557851502,0.9741285630694642,0.9879196337741607,0.985872002030371
